Variable_name	Value
long_query_time	10.000000
low_priority_updates	OFF
lower_case_file_system	OFF
lower_case_table_names	1
master_info_file	master.info
master_verify_checksum	OFF
max_allowed_packet	33554432
max_binlog_cache_size	18446744073709547520
max_binlog_size	1073741824
max_binlog_stmt_cache_size	18446744073709547520
max_binlog_total_size	0
max_connect_errors	100
max_connections	256
max_delayed_threads	20
max_digest_length	1024
max_error_count	64
max_heap_table_size	16777216
max_insert_delayed_threads	20
max_join_size	18446744073709551615
max_length_for_sort_data	1024
max_open_cursors	50
max_password_errors	4294967295
max_prepared_stmt_count	16382
max_recursive_iterations	1000
max_relay_log_size	1073741824
max_rowid_filter_size	131072
max_seeks_for_key	4294967295
max_session_mem_used	9223372036854775807
max_sort_length	1024
max_sp_recursion_depth	0
max_statement_time	0.000000
max_tmp_session_space_usage	1099511627776
max_tmp_total_space_usage	1099511627776
max_user_connections	0
max_write_lock_count	4294967295
metadata_locks_cache_size	1024
metadata_locks_hash_instances	8
metadata_locks_instances	8
mhnsw_default_distance	euclidean
mhnsw_default_m	6
mhnsw_ef_search	20
mhnsw_max_cache_size	16777216
min_examined_row_limit	0
mrr_buffer_size	262144
myisam_block_size	1024
myisam_data_pointer_size	6
myisam_max_sort_file_size	9223372036853727232
myisam_mmap_size	18446744073709551615
myisam_recover_options	BACKUP,QUICK
myisam_repair_threads	1
myisam_sort_buffer_size	134216704
myisam_stats_method	NULLS_UNEQUAL
myisam_use_mmap	OFF
mysql56_temporal_format	ON
net_buffer_length	16384
net_read_timeout	30
net_retry_count	10
net_write_timeout	60
new_mode	
note_verbosity	basic,explain
old	OFF
old_mode	UTF8_IS_UTF8MB3
old_passwords	OFF
open_files_limit	3503
optimizer_adjust_secondary_key_costs	0
optimizer_disk_read_cost	10.240000
optimizer_disk_read_ratio	0.020000
optimizer_extra_pruning_depth	8
optimizer_index_block_copy_cost	0.035600
optimizer_join_limit_pref_ratio	0
optimizer_key_compare_cost	0.011361
optimizer_key_copy_cost	0.015685
optimizer_key_lookup_cost	0.435777
optimizer_key_next_find_cost	0.082347
optimizer_max_sel_arg_weight	32000
optimizer_max_sel_args	16000
optimizer_prune_level	2
optimizer_record_context	OFF
optimizer_row_copy_cost	0.060866
optimizer_row_lookup_cost	0.130839
optimizer_row_next_find_cost	0.045916
optimizer_rowid_compare_cost	0.002653
optimizer_rowid_copy_cost	0.002653
optimizer_scan_setup_cost	10.000000
optimizer_search_depth	62
optimizer_selectivity_sampling_limit	100
optimizer_switch	index_merge=on,index_merge_union=on,index_merge_sort_union=on,index_merge_intersection=on,index_merge_sort_intersection=off,index_condition_pushdown=on,derived_merge=on,derived_with_keys=on,firstmatch=on,loosescan=on,duplicateweedout=on,materialization=on,in_to_exists=on,semijoin=on,partial_match_rowid_merge=on,partial_match_table_scan=on,subquery_cache=on,mrr=off,mrr_cost_based=off,mrr_sort_keys=off,outer_join_with_cache=on,semijoin_with_cache=on,join_cache_incremental=on,join_cache_hashed=on,join_cache_bka=on,optimize_join_buffer_size=on,table_elimination=on,extended_keys=on,exists_to_in=on,orderby_uses_equalities=on,condition_pushdown_for_derived=on,split_materialized=on,condition_pushdown_for_subquery=on,rowid_filter=on,condition_pushdown_from_having=on,not_null_range_scan=off,hash_join_cardinality=on,cset_narrowing=on,sargable_casefold=on
optimizer_trace	enabled=off
optimizer_trace_max_mem_size	1048576
optimizer_use_condition_selectivity	4
optimizer_where_cost	0.032000
performance_schema	OFF
performance_schema_accounts_size	-1
performance_schema_digests_size	-1
performance_schema_events_stages_history_long_size	-1
performance_schema_events_stages_history_size	-1
performance_schema_events_statements_history_long_size	-1
performance_schema_events_statements_history_size	-1
performance_schema_events_transactions_history_long_size	-1
performance_schema_events_transactions_history_size	-1
performance_schema_events_waits_history_long_size	-1
performance_schema_events_waits_history_size	-1
performance_schema_hosts_size	-1
performance_schema_max_cond_classes	90
performance_schema_max_cond_instances	-1
performance_schema_max_digest_length	1024
performance_schema_max_file_classes	80
performance_schema_max_file_handles	32768
performance_schema_max_file_instances	-1
performance_schema_max_index_stat	-1
performance_schema_max_memory_classes	320
performance_schema_max_metadata_locks	-1
performance_schema_max_mutex_classes	210
performance_schema_max_mutex_instances	-1
performance_schema_max_prepared_statements_instances	-1
performance_schema_max_program_instances	-1
performance_schema_max_rwlock_classes	50
performance_schema_max_rwlock_instances	-1
performance_schema_max_socket_classes	10
performance_schema_max_socket_instances	-1
performance_schema_max_sql_text_length	1024
performance_schema_max_stage_classes	160
performance_schema_max_statement_classes	227
performance_schema_max_statement_stack	10
performance_schema_max_table_handles	-1
performance_schema_max_table_instances	-1
performance_schema_max_table_lock_stat	-1
performance_schema_max_thread_classes	50
performance_schema_max_thread_instances	-1
performance_schema_session_connect_attrs_size	-1
performance_schema_setup_actors_size	-1
performance_schema_setup_objects_size	-1
performance_schema_users_size	-1
pid_file	/run/user/1000/akonadi/mysql.pid
plugin_dir	/usr/lib/mysql/plugin/
plugin_maturity	gamma
port	0
preload_buffer_size	32768
profiling	OFF
profiling_history_size	15
progress_report_time	5
protocol_version	10
proxy_protocol_networks	
query_alloc_block_size	32768
query_cache_limit	1048576
query_cache_min_res_unit	4096
query_cache_size	0
query_cache_strip_comments	OFF
query_cache_type	OFF
query_cache_wlock_invalidate	OFF
query_prealloc_size	32768
range_alloc_block_size	4096
read_binlog_speed_limit	0
read_buffer_size	131072
read_only	OFF
read_rnd_buffer_size	262144
redirect_url	
relay_log	
relay_log_basename	
relay_log_index	
relay_log_info_file	relay-log.info
relay_log_purge	ON
relay_log_recovery	OFF
relay_log_space_limit	0
replicate_annotate_row_events	ON
replicate_do_db	
replicate_do_table	
replicate_events_marked_for_skip	REPLICATE
replicate_ignore_db	
replicate_ignore_table	
replicate_rewrite_db	
replicate_same_server_id	OFF
replicate_wild_do_table	
replicate_wild_ignore_table	
report_host	
report_password	
report_port	0
report_user	
require_secure_transport	OFF
rowid_merge_buff_size	8388608
rpl_semi_sync_master_enabled	OFF
rpl_semi_sync_master_timeout	10000
rpl_semi_sync_master_trace_level	32
rpl_semi_sync_master_wait_no_slave	ON
rpl_semi_sync_master_wait_point	AFTER_COMMIT
rpl_semi_sync_slave_delay_master	OFF
rpl_semi_sync_slave_enabled	OFF
rpl_semi_sync_slave_kill_conn_timeout	5
rpl_semi_sync_slave_trace_level	32
secure_auth	ON
secure_file_priv	
secure_timestamp	NO
server_id	1
server_uid	aGJGwUQNDgCfn8Ld9ATf/8uQP7A=
session_track_schema	ON
session_track_state_change	OFF
session_track_system_variables	autocommit,character_set_client,character_set_connection,character_set_results,redirect_url,time_zone
session_track_transaction_info	OFF
show_slave_auth_info	OFF
skip_external_locking	ON
skip_grant_tables	ON
skip_name_resolve	OFF
skip_networking	ON
skip_show_database	OFF
slave_abort_blocking_timeout	31536000.000000
slave_compressed_protocol	OFF
slave_connections_needed_for_purge	1
slave_ddl_exec_mode	IDEMPOTENT
slave_domain_parallel_threads	0
slave_exec_mode	STRICT
slave_load_tmpdir	/tmp
slave_max_allowed_packet	1073741824
slave_max_statement_time	0.000000
slave_net_timeout	60
slave_parallel_max_queued	131072
slave_parallel_mode	optimistic
slave_parallel_threads	0
slave_parallel_workers	0
slave_run_triggers_for_rbr	NO
slave_skip_errors	OFF
slave_sql_verify_checksum	ON
slave_transaction_retries	10
slave_transaction_retry_errors	1158,1159,1160,1161,1205,1213,1020,1429,2013,12701
slave_transaction_retry_interval	0
slave_type_conversions	
slow_launch_time	2
slow_query_log	OFF
slow_query_log_file	gulaneskorpcachyos-slow.log
socket	/run/user/1000/akonadi/mysql.socket
sort_buffer_size	2097152
sql_auto_is_null	OFF
sql_big_selects	ON
sql_buffer_result	OFF
sql_if_exists	OFF
sql_log_bin	ON
sql_log_off	OFF
sql_mode	STRICT_TRANS_TABLES,ERROR_FOR_DIVISION_BY_ZERO,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION
sql_notes	ON
sql_quote_show_create	ON
sql_safe_updates	OFF
sql_select_limit	18446744073709551615
sql_slave_skip_counter	0
sql_warnings	OFF
ssl_ca	
ssl_capath	
ssl_cert	
ssl_cipher	
ssl_crl	
ssl_crlpath	
ssl_key	
ssl_passphrase	
standard_compliant_cte	ON
stored_program_cache	256
strict_password_validation	ON
sync_binlog	0
sync_frm	ON
sync_master_info	10000
sync_relay_log	10000
sync_relay_log_info	10000
system_time_zone	PST
system_versioning_alter_history	ERROR
system_versioning_asof	DEFAULT
system_versioning_insert_history	OFF
table_definition_cache	400
table_open_cache	200
table_open_cache_instances	8
tcp_keepalive_interval	0
tcp_keepalive_probes	0
tcp_keepalive_time	0
tcp_nodelay	ON
thread_cache_size	3
thread_handling	one-thread-per-connection
thread_pool_dedicated_listener	OFF
thread_pool_exact_stats	OFF
thread_pool_idle_timeout	60
thread_pool_max_threads	65536
thread_pool_oversubscribe	3
thread_pool_prio_kickup_timer	1000
thread_pool_priority	auto
thread_pool_size	16
thread_pool_stall_limit	500
thread_stack	299008
time_zone	SYSTEM
tls_version	TLSv1.2,TLSv1.3
tmp_disk_table_size	18446744073709551615
tmp_memory_table_size	16777216
tmp_table_size	16777216
tmpdir	/tmp
transaction_alloc_block_size	8192
transaction_isolation	REPEATABLE-READ
transaction_prealloc_size	4096
transaction_read_only	OFF
tx_isolation	REPEATABLE-READ
tx_read_only	OFF
unique_checks	ON
updatable_views_with_limit	YES
use_stat_tables	PREFERABLY_FOR_QUERIES
userstat	OFF
version	12.2.2-MariaDB
version_comment	Arch Linux
version_compile_machine	x86_64
version_compile_os	Linux
version_malloc_library	system
version_source_revision	d26a6f44c1f2119377e79a9540886c6d8c01472f
version_ssl_library	OpenSSL 3.6.2 7 Apr 2026
wait_timeout	31536000
wsrep_osu_method	TOI
wsrep_sr_store	table
wsrep_allowlist	
wsrep_applier_retry_count	0
wsrep_auto_increment_control	ON
wsrep_certification_rules	strict
wsrep_certify_nonpk	ON
wsrep_cluster_address	
wsrep_cluster_name	my_wsrep_cluster
wsrep_convert_lock_to_trx	OFF
wsrep_data_home_dir	/home/genegulanesjr/.local/share/akonadi/db_data/
wsrep_dbug_option	
wsrep_debug	NONE
wsrep_desync	OFF
wsrep_dirty_reads	OFF
wsrep_drupal_282555_workaround	OFF
wsrep_forced_binlog_format	NONE
wsrep_gtid_domain_id	0
wsrep_gtid_mode	OFF
wsrep_ignore_apply_errors	7
wsrep_log_conflicts	OFF
wsrep_max_ws_rows	0
wsrep_max_ws_size	2147483647
wsrep_mode	
wsrep_mysql_replication_bundle	0
wsrep_node_address	
wsrep_node_incoming_address	AUTO
wsrep_node_name	gulaneskorpcachyos
wsrep_notify_cmd	
wsrep_on	OFF
wsrep_patch_version	wsrep_26.22
wsrep_provider	none
wsrep_provider_options	
wsrep_recover	OFF
wsrep_reject_queries	NONE
wsrep_restart_slave	OFF
wsrep_retry_autocommit	1
wsrep_slave_fk_checks	ON
wsrep_slave_uk_checks	OFF
wsrep_slave_threads	1
wsrep_sst_auth	
wsrep_sst_donor	
wsrep_sst_donor_rejects_queries	OFF
wsrep_sst_method	rsync
wsrep_sst_receive_address	AUTO
wsrep_start_position	00000000-0000-0000-0000-000000000000:-1
wsrep_status_file	
wsrep_sync_wait	0
wsrep_trx_fragment_size	0
wsrep_trx_fragment_unit	bytes
